,Invoice_ID,Branch,Customer_type,Gender,Product_line,Unit_price,Quantity,Date,Time,Payment,Rating,Tax_5%,Total,City
2370,453-63-6187,B,Normal,Male,Electronic accessories,27.5,3,2019-03-01,15:40:00,Ewallet,6.5,4.125,86.625,Mandalay
2371,578-80-7669,B,Normal,Male,Sports and travel,74.97,1,2019-03-16,16:58:00,Cash,5.6,3.7485,78.7185,Mandalay
2382,201-86-2184,B,Member,Female,Electronic accessories,26.26,7,2019-02-02,19:40:00,Cash,9.9,9.191,193.01100000000002,Mandalay
2383,261-12-8671,B,Normal,Female,Fashion accessories,60.96,2,2019-01-25,19:39:00,Credit card,4.9,6.096,128.016,Mandalay
2388,843-01-4703,B,Member,Female,Home and lifestyle,35.38,9,2019-01-05,19:50:00,Credit card,9.6,15.921000000000001,334.341,Mandalay
2391,182-69-8360,B,Normal,Female,Electronic accessories,23.65,4,2019-01-30,13:32:00,Credit card,4.0,4.7299999999999995,99.33,Mandalay
2394,868-52-7573,B,Normal,Female,Food and beverages,99.69,5,2019-01-14,12:09:00,Cash,9.9,24.9225,523.3725,Mandalay
2397,525-88-7307,B,Member,Male,Sports and travel,75.82,1,2019-01-31,13:19:00,Cash,5.8,3.791,79.61099999999999,Mandalay
2401,596-42-3999,B,Normal,Male,Food and beverages,18.22,7,2019-03-10,14:04:00,Credit card,6.6,6.377,133.917,Mandalay
2403,173-82-9529,B,Normal,Female,Fashion accessories,37.95,10,2019-01-26,14:51:00,Cash,9.7,18.975,398.475,Mandalay
2409,760-54-1821,B,Normal,Male,Home and lifestyle,13.59,9,2019-03-15,10:26:00,Cash,5.8,6.115500000000001,128.4255,Mandalay
2410,793-10-3222,B,Member,Female,Health and beauty,41.06,6,2019-03-05,13:30:00,Credit card,8.3,12.318000000000001,258.678,Mandalay
2411,346-12-3257,B,Member,Male,Electronic accessories,19.24,9,2019-03-04,16:28:00,Cash,8.0,8.658,181.81799999999998,Mandalay
2415,831-64-0259,B,Normal,Female,Fashion accessories,39.75,5,2019-02-22,10:43:00,Ewallet,9.6,9.9375,208.6875,Mandalay
2419,725-32-9708,B,Member,Female,Fashion accessories,68.71,4,2019-01-04,19:01:00,Cash,4.1,13.741999999999999,288.582,Mandalay
2422,244-08-0162,B,Normal,Female,Health and beauty,34.21,10,2019-01-02,13:00:00,Cash,5.1,17.105,359.20500000000004,Mandalay
2423,569-71-4390,B,Normal,Male,Sports and travel,21.87,2,2019-01-25,14:29:00,Ewallet,6.9,2.1870000000000003,45.927,Mandalay
2427,268-03-6164,B,Normal,Male,Health and beauty,96.11,1,2019-01-25,16:28:00,Ewallet,7.8,4.8055,100.9155,Mandalay
2430,848-07-1692,B,Normal,Female,Health and beauty,57.22,2,2019-01-12,17:13:00,Ewallet,8.3,5.722,120.16199999999999,Mandalay
2435,301-81-8610,B,Member,Male,Fashion accessories,25.42,8,2019-03-19,19:42:00,Credit card,6.7,10.168000000000001,213.52800000000002,Mandalay
2437,198-84-7132,B,Member,Male,Fashion accessories,40.61,9,2019-01-02,13:40:00,Cash,7.0,18.2745,383.7645,Mandalay
2439,650-98-6268,B,Member,Female,Food and beverages,20.87,3,2019-03-20,13:53:00,Credit card,8.0,3.1305,65.7405,Mandalay
2440,741-73-3559,B,Normal,Male,Sports and travel,67.27,5,2019-02-27,17:27:00,Cash,6.9,16.8175,353.16749999999996,Mandalay
2442,286-75-7818,B,Normal,Male,Fashion accessories,69.08,2,2019-01-31,19:48:00,Credit card,6.9,6.908,145.06799999999998,Mandalay
2445,616-87-0016,B,Normal,Male,Fashion accessories,95.54,7,2019-03-09,14:36:00,Credit card,9.6,33.43900000000001,702.219,Mandalay
2446,837-55-7229,B,Normal,Female,Fashion accessories,47.44,1,2019-02-22,18:19:00,Credit card,6.8,2.372,49.812,Mandalay
2453,394-30-3170,B,Member,Female,Sports and travel,88.43,8,2019-03-22,19:35:00,Credit card,4.3,35.37200000000001,742.812,Mandalay
2457,390-80-5128,B,Member,Female,Health and beauty,19.15,1,2019-01-28,17:58:00,Credit card,9.5,0.9575,20.107499999999998,Mandalay
2460,296-11-7041,B,Member,Female,Health and beauty,27.07,1,2019-01-12,20:07:00,Credit card,5.3,1.3535000000000001,28.4235,Mandalay
2461,449-27-2918,B,Member,Female,Sports and travel,39.12,1,2019-03-26,11:02:00,Credit card,9.6,1.956,41.076,Mandalay
2462,891-01-7034,B,Normal,Female,Electronic accessories,74.71,6,2019-01-01,19:07:00,Cash,6.7,22.413,470.673,Mandalay
2463,744-09-5786,B,Normal,Male,Electronic accessories,22.01,6,2019-01-02,18:50:00,Cash,7.6,6.603000000000001,138.663,Mandalay
2467,767-54-1907,B,Member,Female,Fashion accessories,29.56,5,2019-02-13,16:59:00,Cash,6.9,7.39,155.18999999999997,Mandalay
2468,710-46-4433,B,Member,Female,Food and beverages,77.4,9,2019-02-15,14:15:00,Credit card,4.5,34.830000000000005,731.4300000000001,Mandalay
2469,533-33-5337,B,Normal,Male,Electronic accessories,79.39,10,2019-02-07,20:24:00,Cash,6.2,39.695,833.595,Mandalay
2473,234-03-4040,B,Member,Female,Food and beverages,73.05,10,2019-03-03,12:25:00,Credit card,8.7,36.525,767.025,Mandalay
2479,554-53-3790,B,Normal,Male,Sports and travel,37.02,6,2019-03-22,18:33:00,Cash,4.5,11.106000000000002,233.226,Mandalay
2485,731-59-7531,B,Member,Male,Health and beauty,72.57,8,2019-03-30,17:58:00,Cash,4.6,29.028,609.588,Mandalay
2490,701-69-8742,B,Normal,Male,Sports and travel,34.37,10,2019-03-16,10:11:00,Ewallet,6.7,17.185,360.885,Mandalay
2495,305-18-3552,B,Member,Male,Home and lifestyle,60.38,10,2019-02-12,16:19:00,Cash,6.0,30.190000000000005,633.9900000000001,Mandalay
2497,438-01-4015,B,Member,Female,Sports and travel,49.49,4,2019-03-21,15:25:00,Ewallet,6.6,9.898000000000001,207.858,Mandalay
2498,709-58-4068,B,Normal,Female,Fashion accessories,41.09,10,2019-02-28,14:42:00,Cash,7.3,20.545,431.44500000000005,Mandalay
2501,627-95-3243,B,Member,Female,Home and lifestyle,77.68,9,2019-02-04,13:21:00,Ewallet,9.8,34.95600000000001,734.0760000000001,Mandalay
2502,686-41-0932,B,Normal,Female,Fashion accessories,34.7,2,2019-03-13,19:48:00,Ewallet,8.2,3.4700000000000006,72.87,Mandalay
2504,608-04-3797,B,Member,Female,Health and beauty,25.32,8,2019-03-05,20:24:00,Ewallet,8.7,10.128,212.688,Mandalay
2506,437-53-3084,B,Normal,Male,Fashion accessories,99.89,2,2019-02-26,11:48:00,Ewallet,7.1,9.989,209.769,Mandalay
2507,632-32-4574,B,Normal,Male,Sports and travel,75.92,8,2019-03-20,14:14:00,Cash,5.5,30.368000000000002,637.7280000000001,Mandalay
2510,401-18-8016,B,Member,Female,Sports and travel,98.13,1,2019-01-21,17:36:00,Cash,8.9,4.9065,103.03649999999999,Mandalay
2512,277-63-2961,B,Member,Male,Sports and travel,73.97,1,2019-02-03,15:53:00,Credit card,5.4,3.6985,77.6685,Mandalay
2515,282-35-2475,B,Normal,Female,Sports and travel,93.31,2,2019-03-25,17:53:00,Cash,6.3,9.331000000000001,195.951,Mandalay
2516,511-54-3087,B,Normal,Male,Sports and travel,88.45,1,2019-02-25,16:36:00,Credit card,9.5,4.4225,92.8725,Mandalay
2518,387-49-4215,B,Member,Female,Sports and travel,48.5,3,2019-01-08,12:50:00,Cash,6.7,7.275,152.775,Mandalay
2519,862-17-9201,B,Normal,Female,Food and beverages,84.05,6,2019-01-29,10:48:00,Credit card,7.7,25.215,529.515,Mandalay
2520,291-21-5991,B,Member,Male,Health and beauty,61.29,5,2019-03-29,14:28:00,Cash,7.0,15.3225,321.7725,Mandalay
2522,347-72-6115,B,Member,Female,Sports and travel,90.74,7,2019-01-16,18:03:00,Credit card,6.2,31.759,666.939,Mandalay
2528,425-85-2085,B,Member,Male,Health and beauty,54.86,5,2019-03-29,16:48:00,Ewallet,9.8,13.715000000000002,288.015,Mandalay
2532,734-91-1155,B,Normal,Female,Electronic accessories,45.71,3,2019-03-26,10:34:00,Credit card,7.7,6.8565000000000005,143.9865,Mandalay
2538,286-62-6248,B,Normal,Male,Fashion accessories,39.21,4,2019-01-16,20:03:00,Credit card,9.0,7.8420000000000005,164.68200000000002,Mandalay
2539,339-38-9982,B,Member,Male,Fashion accessories,59.86,2,2019-01-13,14:55:00,Ewallet,6.7,5.986000000000001,125.706,Mandalay
2540,827-44-5872,B,Member,Female,Food and beverages,54.36,10,2019-02-07,11:28:00,Credit card,6.1,27.180000000000003,570.78,Mandalay
2544,857-67-9057,B,Normal,Male,Electronic accessories,22.95,10,2019-02-06,19:20:00,Ewallet,8.2,11.475000000000001,240.975,Mandalay
2548,339-12-4827,B,Member,Female,Fashion accessories,73.96,1,2019-01-05,11:32:00,Credit card,5.0,3.698,77.65799999999999,Mandalay
2554,173-50-1108,B,Member,Female,Sports and travel,20.18,4,2019-02-13,12:14:00,Credit card,5.0,4.0360000000000005,84.756,Mandalay
2556,841-18-8232,B,Normal,Female,Food and beverages,71.2,1,2019-01-05,20:40:00,Credit card,9.2,3.5600000000000005,74.76,Mandalay
2557,701-23-5550,B,Member,Male,Home and lifestyle,38.81,4,2019-03-19,13:40:00,Ewallet,4.9,7.7620000000000005,163.002,Mandalay
2560,539-21-7227,B,Normal,Female,Sports and travel,51.54,5,2019-01-26,17:45:00,Cash,4.2,12.885,270.585,Mandalay
2562,747-58-7183,B,Normal,Male,Fashion accessories,57.27,3,2019-02-09,20:31:00,Ewallet,6.5,8.5905,180.4005,Mandalay
2563,582-52-8065,B,Normal,Female,Fashion accessories,54.31,9,2019-02-22,10:49:00,Cash,8.9,24.439500000000002,513.2295,Mandalay
2564,210-57-1719,B,Normal,Female,Health and beauty,58.24,9,2019-02-05,12:34:00,Cash,9.7,26.208,550.3679999999999,Mandalay
2567,356-44-8813,B,Normal,Male,Home and lifestyle,37.48,3,2019-01-20,13:45:00,Credit card,7.7,5.622,118.062,Mandalay
2568,198-66-9832,B,Member,Female,Fashion accessories,72.04,2,2019-02-04,19:38:00,Cash,9.5,7.204000000000001,151.28400000000002,Mandalay
2572,174-75-0888,B,Normal,Male,Electronic accessories,21.58,9,2019-03-14,12:32:00,Cash,7.3,9.710999999999999,203.93099999999998,Mandalay
2574,134-54-4720,B,Normal,Female,Electronic accessories,42.42,8,2019-01-30,13:58:00,Ewallet,5.7,16.968,356.32800000000003,Mandalay
2576,514-37-2845,B,Normal,Male,Fashion accessories,99.25,2,2019-03-20,13:02:00,Cash,9.0,9.925,208.425,Mandalay
2580,241-11-2261,B,Normal,Female,Fashion accessories,79.86,7,2019-01-10,10:33:00,Credit card,5.5,27.951,586.971,Mandalay
2582,834-83-1826,B,Member,Female,Home and lifestyle,82.04,5,2019-02-25,17:16:00,Credit card,7.6,20.510000000000005,430.71000000000004,Mandalay
2583,343-61-3544,B,Member,Male,Sports and travel,26.67,10,2019-01-29,11:48:00,Cash,8.6,13.335000000000003,280.035,Mandalay
2585,355-34-6244,B,Normal,Male,Food and beverages,72.39,2,2019-01-13,19:55:00,Credit card,8.1,7.239000000000001,152.019,Mandalay
2587,339-96-8318,B,Member,Male,Fashion accessories,81.31,7,2019-03-01,19:49:00,Ewallet,6.3,28.458500000000004,597.6285,Mandalay
2588,458-61-0011,B,Normal,Male,Food and beverages,60.3,4,2019-02-20,18:43:00,Cash,5.8,12.06,253.26,Mandalay
2591,207-73-1363,B,Normal,Male,Health and beauty,69.51,2,2019-03-01,12:15:00,Ewallet,8.1,6.9510000000000005,145.971,Mandalay
2595,359-90-3665,B,Member,Female,Fashion accessories,18.08,4,2019-01-14,18:03:00,Credit card,9.5,3.6159999999999997,75.93599999999999,Mandalay
2596,375-72-3056,B,Normal,Male,Sports and travel,63.06,3,2019-01-19,15:58:00,Ewallet,7.0,9.459000000000001,198.639,Mandalay
2606,585-11-6748,B,Member,Male,Sports and travel,96.8,3,2019-03-15,13:05:00,Cash,5.3,14.52,304.91999999999996,Mandalay
2607,470-31-3286,B,Normal,Male,Health and beauty,14.82,3,2019-03-01,11:30:00,Credit card,8.7,2.2230000000000003,46.683,Mandalay
2615,642-30-6693,B,Normal,Female,Sports and travel,54.51,6,2019-03-17,13:54:00,Ewallet,7.8,16.353,343.413,Mandalay
2617,830-58-2383,B,Normal,Male,Home and lifestyle,31.75,4,2019-02-08,15:26:00,Cash,8.6,6.3500000000000005,133.35,Mandalay
2621,349-97-8902,B,Member,Male,Food and beverages,57.89,2,2019-01-17,10:37:00,Ewallet,8.9,5.789000000000001,121.569,Mandalay
2624,789-23-8625,B,Member,Male,Fashion accessories,93.22,3,2019-01-24,11:45:00,Cash,7.2,13.982999999999999,293.643,Mandalay
2628,327-40-9673,B,Member,Male,Sports and travel,72.6,6,2019-01-13,19:51:00,Cash,6.9,21.78,457.38,Mandalay
2634,670-79-6321,B,Member,Female,Home and lifestyle,94.59,7,2019-01-17,15:27:00,Credit card,4.9,33.106500000000004,695.2365,Mandalay
2635,852-62-7105,B,Normal,Female,Fashion accessories,83.25,10,2019-01-12,11:25:00,Credit card,4.4,41.625,874.125,Mandalay
2636,598-06-7312,B,Member,Male,Fashion accessories,91.35,1,2019-02-16,15:42:00,Cash,6.8,4.5675,95.91749999999999,Mandalay
2637,135-13-8269,B,Member,Female,Food and beverages,78.88,2,2019-01-26,16:04:00,Cash,9.1,7.888,165.648,Mandalay
2639,628-90-8624,B,Member,Male,Health and beauty,82.58,10,2019-03-14,14:41:00,Cash,5.0,41.29,867.0899999999999,Mandalay
2645,420-04-7590,B,Normal,Male,Home and lifestyle,99.7,3,2019-03-18,11:29:00,Ewallet,4.7,14.955000000000002,314.055,Mandalay
2646,182-88-2763,B,Member,Male,Food and beverages,79.91,3,2019-03-20,19:28:00,Credit card,5.0,11.9865,251.7165,Mandalay
2647,188-55-0967,B,Member,Male,Health and beauty,66.47,10,2019-01-15,15:01:00,Credit card,5.0,33.23500000000001,697.9350000000001,Mandalay
2650,364-33-8584,B,Member,Female,Food and beverages,17.63,5,2019-03-08,15:27:00,Cash,8.5,4.4075,92.55749999999999,Mandalay
2651,665-63-9737,B,Normal,Male,Fashion accessories,52.42,3,2019-02-27,17:36:00,Ewallet,7.5,7.8629999999999995,165.123,Mandalay
2652,695-09-5146,B,Member,Female,Food and beverages,98.79,3,2019-02-23,20:00:00,Ewallet,6.4,14.8185,311.1885,Mandalay
2654,794-32-2436,B,Member,Male,Electronic accessories,55.67,2,2019-03-27,15:08:00,Ewallet,6.0,5.567,116.90700000000001,Mandalay
2659,574-31-8277,B,Member,Male,Fashion accessories,33.63,1,2019-03-20,19:55:00,Cash,5.6,1.6815000000000002,35.3115,Mandalay
2662,369-82-2676,B,Normal,Male,Electronic accessories,75.66,5,2019-01-15,18:22:00,Ewallet,7.8,18.915,397.215,Mandalay
2663,563-47-4072,B,Normal,Female,Health and beauty,55.81,6,2019-01-22,11:52:00,Cash,9.9,16.743000000000002,351.603,Mandalay
2665,149-15-7606,B,Member,Male,Sports and travel,37.32,9,2019-03-06,15:31:00,Ewallet,5.1,16.794,352.674,Mandalay
2666,133-77-3154,B,Member,Male,Fashion accessories,60.18,4,2019-02-16,18:04:00,Credit card,9.4,12.036000000000001,252.756,Mandalay
2672,322-02-2271,B,Normal,Female,Sports and travel,42.97,3,2019-02-03,11:46:00,Cash,9.3,6.4455,135.3555,Mandalay
2674,725-67-2480,B,Member,Female,Fashion accessories,58.75,6,2019-03-24,18:14:00,Credit card,5.9,17.625,370.125,Mandalay
2678,779-42-2410,B,Member,Male,Food and beverages,57.74,3,2019-02-20,13:06:00,Ewallet,7.7,8.661,181.881,Mandalay
2679,190-14-3147,B,Normal,Female,Health and beauty,17.97,4,2019-02-23,20:43:00,Ewallet,6.4,3.594,75.47399999999999,Mandalay
2681,679-22-6530,B,Normal,Female,Sports and travel,40.62,2,2019-01-17,10:01:00,Credit card,4.1,4.062,85.30199999999999,Mandalay
2683,642-61-4706,B,Member,Male,Food and beverages,93.4,2,2019-03-30,16:34:00,Cash,5.5,9.340000000000002,196.14000000000001,Mandalay
2684,576-31-4774,B,Normal,Female,Health and beauty,73.41,3,2019-03-02,13:10:00,Ewallet,4.0,11.0115,231.2415,Mandalay
2687,242-11-3142,B,Member,Male,Fashion accessories,83.77,2,2019-02-24,19:57:00,Cash,4.6,8.377,175.917,Mandalay
2688,752-23-3760,B,Member,Female,Sports and travel,64.08,7,2019-02-19,19:29:00,Credit card,7.3,22.428,470.988,Mandalay
2692,528-87-5606,B,Member,Female,Electronic accessories,39.48,1,2019-02-12,19:43:00,Cash,6.5,1.974,41.45399999999999,Mandalay
2693,320-85-2052,B,Normal,Female,Sports and travel,34.81,1,2019-01-14,10:11:00,Credit card,7.0,1.7405000000000002,36.5505,Mandalay
2696,510-79-0415,B,Member,Female,Sports and travel,23.08,6,2019-01-24,19:20:00,Ewallet,4.9,6.9239999999999995,145.404,Mandalay
2697,241-96-5076,B,Member,Female,Home and lifestyle,49.1,2,2019-01-08,12:58:00,Credit card,6.4,4.91,103.11,Mandalay
2698,767-97-4650,B,Member,Female,Sports and travel,64.83,2,2019-01-08,11:59:00,Credit card,8.0,6.4830000000000005,136.143,Mandalay
2709,826-58-8051,B,Normal,Male,Home and lifestyle,62.19,4,2019-01-06,19:46:00,Ewallet,4.3,12.438,261.198,Mandalay
2713,176-64-7711,B,Normal,Male,Food and beverages,32.32,3,2019-03-27,19:11:00,Credit card,4.3,4.848000000000001,101.808,Mandalay
2714,191-29-0321,B,Member,Female,Fashion accessories,19.77,10,2019-02-27,18:57:00,Credit card,5.0,9.885,207.58499999999998,Mandalay
2715,729-06-2010,B,Member,Male,Health and beauty,80.47,9,2019-01-06,11:18:00,Cash,9.2,36.2115,760.4415,Mandalay
2716,640-48-5028,B,Member,Female,Home and lifestyle,88.39,9,2019-03-02,12:40:00,Cash,6.3,39.7755,835.2855,Mandalay
2717,186-79-9562,B,Normal,Male,Health and beauty,71.77,7,2019-03-29,14:06:00,Cash,8.9,25.119500000000002,527.5095,Mandalay
2718,834-45-5519,B,Normal,Female,Electronic accessories,43.0,4,2019-01-31,20:48:00,Ewallet,7.6,8.6,180.6,Mandalay
2731,821-14-9046,B,Member,Female,Fashion accessories,17.48,6,2019-01-18,15:04:00,Credit card,6.1,5.244,110.124,Mandalay
2732,418-05-0656,B,Normal,Female,Fashion accessories,25.56,7,2019-02-02,20:42:00,Cash,7.1,8.946,187.86599999999999,Mandalay
2734,776-68-1096,B,Normal,Male,Home and lifestyle,44.12,3,2019-03-18,13:45:00,Credit card,7.9,6.617999999999999,138.97799999999998,Mandalay
2736,434-35-9162,B,Member,Male,Food and beverages,23.34,4,2019-02-04,18:53:00,Ewallet,7.4,4.668,98.028,Mandalay
2739,174-64-0215,B,Normal,Male,Sports and travel,69.74,10,2019-03-05,17:49:00,Credit card,8.9,34.87,732.27,Mandalay
2741,299-29-0180,B,Member,Female,Home and lifestyle,52.18,7,2019-03-09,10:54:00,Cash,9.3,18.263,383.52299999999997,Mandalay
2745,438-23-1242,B,Normal,Male,Electronic accessories,75.88,7,2019-01-24,10:38:00,Ewallet,8.9,26.558,557.718,Mandalay
2746,238-45-6950,B,Member,Male,Food and beverages,53.72,1,2019-03-01,20:03:00,Ewallet,6.4,2.686,56.406,Mandalay
2750,197-77-7132,B,Member,Male,Electronic accessories,91.56,8,2019-01-12,18:22:00,Ewallet,6.0,36.624,769.104,Mandalay
2758,457-13-1708,B,Member,Male,Fashion accessories,65.23,10,2019-01-08,19:07:00,Credit card,5.2,32.615,684.9150000000001,Mandalay
2760,487-79-6868,B,Member,Female,Home and lifestyle,12.29,9,2019-03-26,19:28:00,Credit card,8.0,5.5305,116.14049999999999,Mandalay
2762,210-30-7976,B,Member,Female,Fashion accessories,22.32,4,2019-03-14,11:16:00,Ewallet,4.1,4.464,93.744,Mandalay
2765,775-72-1988,B,Normal,Male,Home and lifestyle,73.28,5,2019-01-24,15:05:00,Ewallet,8.4,18.32,384.71999999999997,Mandalay
2768,785-96-0615,B,Member,Female,Electronic accessories,35.74,8,2019-02-17,15:28:00,Ewallet,4.9,14.296000000000001,300.216,Mandalay
2772,842-40-8179,B,Member,Female,Food and beverages,77.2,10,2019-02-11,10:38:00,Credit card,5.6,38.6,810.6,Mandalay
2773,525-09-8450,B,Normal,Male,Electronic accessories,72.13,10,2019-01-31,15:12:00,Credit card,4.2,36.065,757.365,Mandalay
2777,593-14-4239,B,Normal,Female,Home and lifestyle,95.46,8,2019-03-05,19:40:00,Ewallet,4.7,38.184,801.8639999999999,Mandalay
2779,388-76-2555,B,Normal,Male,Sports and travel,13.69,6,2019-02-13,13:59:00,Cash,6.3,4.107,86.247,Mandalay
2780,711-31-1234,B,Normal,Female,Electronic accessories,95.64,4,2019-03-16,18:51:00,Cash,7.9,19.128,401.688,Mandalay
2782,707-32-7409,B,Member,Female,Sports and travel,95.54,4,2019-02-26,11:58:00,Ewallet,4.5,19.108,401.26800000000003,Mandalay
2787,120-54-2248,B,Normal,Female,Food and beverages,28.86,5,2019-01-22,18:08:00,Credit card,8.0,7.215000000000001,151.51500000000001,Mandalay
2789,875-31-8302,B,Normal,Male,Sports and travel,93.38,1,2019-01-03,13:07:00,Cash,9.6,4.669,98.04899999999999,Mandalay
2791,457-94-0464,B,Member,Male,Electronic accessories,87.87,9,2019-01-31,20:32:00,Ewallet,5.6,39.541500000000006,830.3715000000001,Mandalay
2804,744-16-7898,B,Normal,Female,Home and lifestyle,97.37,10,2019-01-15,13:48:00,Credit card,4.9,48.685,1022.385,Mandalay
2807,605-83-1050,B,Normal,Male,Fashion accessories,27.18,2,2019-03-15,16:26:00,Ewallet,4.3,2.718,57.078,Mandalay
2810,359-94-5395,B,Normal,Male,Health and beauty,92.78,1,2019-03-15,10:50:00,Credit card,9.8,4.639,97.419,Mandalay
2812,751-15-6198,B,Normal,Male,Sports and travel,23.01,6,2019-01-12,16:45:00,Ewallet,7.9,6.9030000000000005,144.963,Mandalay
2816,831-81-6575,B,Member,Female,Electronic accessories,75.59,9,2019-02-23,11:12:00,Cash,8.0,34.0155,714.3255,Mandalay
2820,559-61-5987,B,Normal,Female,Health and beauty,17.75,1,2019-01-14,10:38:00,Cash,8.6,0.8875000000000001,18.6375,Mandalay
2822,565-91-4567,B,Normal,Male,Health and beauty,10.75,8,2019-03-15,14:38:00,Ewallet,6.2,4.3,90.3,Mandalay
2827,499-27-7781,B,Normal,Female,Food and beverages,53.21,8,2019-03-14,16:45:00,Ewallet,5.0,21.284000000000002,446.964,Mandalay
2830,869-11-3082,B,Member,Male,Health and beauty,96.16,4,2019-01-27,20:03:00,Credit card,8.4,19.232,403.87199999999996,Mandalay
2831,190-59-3964,B,Member,Male,Food and beverages,47.16,5,2019-02-03,14:35:00,Credit card,6.0,11.79,247.58999999999997,Mandalay
2832,366-43-6862,B,Normal,Male,Electronic accessories,52.89,4,2019-03-25,16:32:00,Ewallet,6.7,10.578000000000001,222.138,Mandalay
2836,109-86-4363,B,Member,Female,Sports and travel,60.08,7,2019-02-14,11:36:00,Credit card,4.5,21.028000000000002,441.588,Mandalay
2838,222-42-0244,B,Member,Female,Health and beauty,72.11,9,2019-01-28,13:53:00,Credit card,7.7,32.4495,681.4395,Mandalay
2843,636-17-0325,B,Normal,Male,Health and beauty,62.57,4,2019-02-25,18:37:00,Cash,9.5,12.514000000000001,262.794,Mandalay
2844,343-75-9322,B,Member,Female,Sports and travel,11.85,8,2019-01-09,16:34:00,Cash,4.1,4.74,99.53999999999999,Mandalay
2846,427-45-9297,B,Member,Female,Home and lifestyle,40.73,7,2019-03-12,11:01:00,Ewallet,5.4,14.255499999999998,299.36549999999994,Mandalay
2849,670-71-7306,B,Normal,Male,Sports and travel,44.63,6,2019-01-02,20:08:00,Credit card,5.1,13.389000000000003,281.16900000000004,Mandalay
2853,291-59-1384,B,Normal,Male,Electronic accessories,60.3,1,2019-02-28,17:38:00,Cash,6.0,3.015,63.315,Mandalay
2865,866-70-2814,B,Normal,Female,Electronic accessories,52.79,10,2019-02-25,11:58:00,Ewallet,10.0,26.395,554.295,Mandalay
2867,895-03-6665,B,Normal,Female,Fashion accessories,36.51,9,2019-02-16,10:52:00,Cash,4.2,16.4295,345.0195,Mandalay
2868,770-42-8960,B,Normal,Male,Food and beverages,21.12,8,2019-01-01,19:31:00,Cash,6.3,8.448,177.40800000000002,Mandalay
2870,234-36-2483,B,Normal,Male,Health and beauty,57.59,6,2019-02-15,13:51:00,Cash,5.1,17.277,362.817,Mandalay
2874,152-03-4217,B,Normal,Female,Home and lifestyle,11.28,9,2019-03-17,11:55:00,Credit card,4.3,5.0760000000000005,106.596,Mandalay
2875,533-66-5566,B,Normal,Female,Home and lifestyle,51.07,7,2019-01-12,11:42:00,Cash,7.0,17.8745,375.3645,Mandalay
2878,361-59-0574,B,Member,Male,Sports and travel,90.53,8,2019-03-15,14:48:00,Credit card,6.5,36.212,760.452,Mandalay
2884,544-55-9589,B,Member,Female,Electronic accessories,21.43,10,2019-01-28,11:51:00,Cash,6.2,10.715000000000002,225.01500000000001,Mandalay
2889,608-05-3804,B,Member,Male,Electronic accessories,39.75,1,2019-02-25,20:19:00,Cash,6.1,1.9875,41.7375,Mandalay
2891,761-49-0439,B,Member,Female,Electronic accessories,12.1,8,2019-01-19,10:17:00,Ewallet,8.6,4.84,101.64,Mandalay
2892,490-95-0021,B,Member,Female,Food and beverages,33.21,10,2019-01-08,14:25:00,Ewallet,6.0,16.605,348.70500000000004,Mandalay
2894,311-13-6971,B,Member,Male,Sports and travel,31.99,10,2019-02-20,15:18:00,Credit card,9.9,15.995,335.895,Mandalay
2903,114-35-5271,B,Normal,Female,Electronic accessories,57.91,8,2019-02-07,15:06:00,Cash,8.1,23.164,486.44399999999996,Mandalay
2905,715-20-1673,B,Normal,Male,Electronic accessories,28.38,5,2019-03-06,20:57:00,Cash,9.4,7.095000000000001,148.995,Mandalay
2906,811-35-1094,B,Member,Male,Electronic accessories,50.45,6,2019-02-06,15:16:00,Credit card,8.9,15.135000000000003,317.83500000000004,Mandalay
2907,699-88-1972,B,Normal,Male,Health and beauty,99.16,8,2019-01-28,17:47:00,Credit card,4.2,39.664,832.944,Mandalay
2913,509-10-0516,B,Normal,Male,Home and lifestyle,45.97,4,2019-02-09,12:02:00,Ewallet,5.1,9.194,193.07399999999998,Mandalay
2919,851-98-3555,B,Normal,Female,Health and beauty,82.88,5,2019-03-24,14:08:00,Credit card,6.6,20.72,435.12,Mandalay
2921,624-01-8356,B,Normal,Female,Home and lifestyle,49.01,10,2019-01-27,10:44:00,Credit card,4.2,24.505,514.605,Mandalay
2922,313-66-9943,B,Member,Female,Food and beverages,29.15,3,2019-03-27,20:29:00,Credit card,7.3,4.3725,91.82249999999999,Mandalay
2930,777-67-2495,B,Normal,Male,Home and lifestyle,68.97,3,2019-02-22,11:26:00,Ewallet,8.7,10.345500000000001,217.25549999999998,Mandalay
2931,636-98-3364,B,Member,Female,Electronic accessories,26.26,3,2019-03-02,12:36:00,Ewallet,6.3,3.939,82.719,Mandalay
2933,181-82-6255,B,Normal,Female,Home and lifestyle,16.37,6,2019-02-08,10:58:00,Cash,7.0,4.9110000000000005,103.131,Mandalay
2937,226-34-0034,B,Normal,Female,Electronic accessories,13.78,4,2019-01-10,11:10:00,Ewallet,9.0,2.7560000000000002,57.876,Mandalay
2938,321-49-7382,B,Member,Male,Sports and travel,88.31,1,2019-02-15,17:38:00,Credit card,5.2,4.415500000000001,92.7255,Mandalay
2940,431-66-2305,B,Normal,Female,Electronic accessories,88.25,9,2019-02-15,20:51:00,Credit card,7.6,39.712500000000006,833.9625,Mandalay
